first(relu_act),avgTail(relu_act),first(leaky_relu_act),avgTail(leaky_relu_act),first(tanh_act),avgTail(tanh_act),first(sigmoid_act),avgTail(sigmoid_act),first(scalar_mult),avgTail(scalar_mult),first(small_dense),avgTail(small_dense),first(big_dense),avgTail(big_dense),first(simple_conv2d),avgTail(simple_conv2d),first(strided_conv2d),avgTail(strided_conv2d),first(dilated_conv2d),avgTail(dilated_conv2d),first(small_conv2d),avgTail(small_conv2d),first(big_conv2d),avgTail(big_conv2d),first(many_conv2d),avgTail(many_conv2d),first(few_conv2d),avgTail(few_conv2d)
0.0006881920016894583,0.0002642212722096579,1.1283002095296979e-05,2.367550147851438e-06,0.0002874120000342373,0.00018910620916582428,0.0002849460033758078,0.00018910682808087785,0.00024056999973254278,0.00018742310601576129,0.0003786099987337366,0.00020671481375069155,0.0003745059984794352,0.00030990740114662536,0.010952946999168489,0.010928492234957426,0.002401044999714941,0.003167784057309408,0.010286856999300653,0.01011166810602399,0.010543991000304231,0.01044212017764938,0.010183177000726573,0.010041941739264778,0.3714719599993259,0.36821077979656963,0.004786598001373932,0.004870413275067641
0.00020643500101868995,0.0001895721862484557,8.338000043295324e-06,2.362014322019953e-06,0.0002606670022942126,0.00019861859885540744,0.00028707499950542115,0.0002559372378293229,0.0002610539995657746,0.00019583911174657438,0.00026179699852946214,0.0001993257106071002,0.00031888699959381483,0.0003227494871107071,0.010539655999309616,0.010636008750720441,0.0022637109977949876,0.0032637725615960495,0.010269925001921365,0.010194969063038576,0.010648790001141606,0.010418014103147457,0.010137166998902103,0.010163533143262361,0.3664625799974601,0.37276520854441364,0.0048477349992026575,0.00492686269626835
0.0003167489994666539,0.00022513740973500069,8.76400008564815e-06,2.4733896880780204e-06,0.00026555799922789447,0.0002217642750762327,0.00027653099823510274,0.0002284109054392145,0.0002634670017869212,0.0001922669742161503,0.00027124500047648326,0.00020005132665133497,0.00027615199724095874,0.0002465010974235982,0.0114119509999,0.010489350449859916,0.0022872820009069983,0.003300065613184728,0.011113281998405,0.010249944982800385,0.011307388998829992,0.010546395702002437,0.010141916998691158,0.01022466032950394,0.3670808050010237,0.3671298875759224,0.0047707129997434095,0.004689357094560919
0.0002838509972207248,0.00018856939254678856,9.817002137424424e-06,2.816017190251969e-06,0.00033147599970106967,0.00019537676217704599,0.00023128900284064002,0.00019312241833056938,0.00023028099894872867,0.00018553431232574592,0.000218675999349216,0.00019014331231205283,0.0002657309996720869,0.00025088669914883336,0.010503394998522708,0.010425964819488298,0.00244603299870505,0.0033255163667532403,0.010380241001257673,0.010117710979936334,0.010482844998477958,0.010364130902586336,0.010273110998241464,0.010038572914036871,0.3694145950030361,0.36649978820057827,0.0048936790008156095,0.005535974868197651
0.00030863900246913545,0.00019268324641783703,8.687999070389196e-06,2.4025300958822283e-06,0.00027123499967274256,0.00018881577077334383,0.000224243998673046,0.0001876761403988365,0.00024386400036746636,0.00018332326075021793,0.000218901001062477,0.00018825110028750387,0.00027060900174546987,0.00023795825214401078,0.010968315000354778,0.010482489899713409,0.0024907670012908056,0.0032146742091689125,0.010340679000364617,0.010134466071631478,0.010501785996893886,0.010354978796562903,0.010288850997312693,0.01001348183667544,0.3653799209969293,0.36619696557019965,0.004955291999067413,0.0046922274842423175
0.0002133429989044089,0.00020489211747606943,2.0849998691119254e-05,6.791160454110303e-06,0.0004800710012204945,0.00026607124355803766,0.000417176001064945,0.00021526549857231204,0.0002558899977884721,0.00022860624927556727,0.0004200990006211214,0.00024621228079828913,0.00028078800096409395,0.00024160825501310835,0.011353892998158699,0.010588383954155952,0.0024517740021110512,0.003224130320921223,0.010173647999181412,0.01034303987105829,0.010554541997407796,0.010330023704879142,0.010309096996934386,0.010025985489966666,0.36910685899783857,0.3663484225042985,0.004884433001279831,0.005005224031510207
0.000295623998681549,0.00019315523782996514,8.11899735708721e-06,2.3744813730956232e-06,0.00030382099794223905,0.00019013830372212418,0.0002319329978490714,0.00020124985959282796,0.00023214899920276366,0.00018716577650356388,0.00022825800260761753,0.0001956425071577208,0.00029852700026822276,0.0002480912693431948,0.010432987000967842,0.010428010710599475,0.002505402000679169,0.0035248784068734203,0.010420353999506915,0.010495279931225133,0.010434962998260744,0.010322820057305754,0.010271172999637201,0.009984856828076769,0.36819022900090204,0.36630783429513014,0.004802688999916427,0.004828671742120409
0.00022841499958303757,0.00018336467048701,8.344999514520168e-06,2.4161977112362626e-06,0.00022547100161318667,0.00018779584526657767,0.0002501880007912405,0.00018786393696149374,0.00022414499835576862,0.00018376077364037416,0.00022055399676901288,0.00018984736389316082,0.00024513200332876295,0.00023379143266848563,0.010580206999293296,0.010593261630374842,0.00241880799876526,0.0033194749312393432,0.010304439998435555,0.010129312991400123,0.01061929099887493,0.010362929538682314,0.010251436997350538,0.010251527515756712,0.3654109689996403,0.3663007063839481,0.004867316001764266,0.004769133349567355
0.00028146499971626326,0.00018847623209238524,8.166000043274835e-06,2.353338107405321e-06,0.00026780000189319253,0.00018837721776524105,0.00026443000024301,0.0001878046217809977,0.00021691800066037104,0.0001840387363819723,0.00022565700055565685,0.00018828304584848928,0.00028134500098531134,0.0002347767736306941,0.010608824999508215,0.010730724177649094,0.0023155669987318106,0.003356303255015602,0.010286529999575578,0.01028894574497868,0.010536288002185756,0.01037540604584476,0.010408100999484304,0.010014905140396721,0.36758386099972995,0.3662297665071578,0.00481136500093271,0.004705574203440706
0.0002578629973868374,0.00019968087679413308,8.549999620299786e-06,2.3834785116458827e-06,0.00032469600046169944,0.0002593265358090266,0.0003368149991729297,0.00019731238681771645,0.0002160929980163928,0.0001850332177607216,0.00025989299683715217,0.00019066142120360553,0.0003273639995313715,0.00023724615472478307,0.010561738999967929,0.01051653965902021,0.0023271899990504608,0.003285750507172861,0.01026574300340144,0.01036928370200534,0.01050160199883976,0.010631741893989015,0.010155276002478786,0.010003406280799043,0.36779516599926865,0.36645617569055133,0.004744140998809598,0.004657389180509845
0.0002645029999257531,0.00018445671632804877,8.33100057207048e-06,2.3512292263380927e-06,0.0002842370013240725,0.00019089630659645287,0.00025174099937430583,0.00018783909169273893,0.0002074469994113315,0.00018325314899720718,0.0002188239996030461,0.00018828305157126972,0.00027789299929281697,0.00023954779655917116,0.010652712000592146,0.010386804905441943,0.002299047999258619,0.003466236936959607,0.010248938997392543,0.010417853507168597,0.010515202000533463,0.010631079911176792,0.010249316001136322,0.01012954095987989,0.37054724900008296,0.3664072597449848,0.004797637000592658,0.005743360822355871
0.00023018199863145128,0.00018550209741881665,8.348000847036019e-06,2.4818739237365204e-06,0.00023668699941481464,0.00019140622635601477,0.0002981810030178167,0.00018913827220538035,0.00023323200002778322,0.00018547277650839242,0.0002685719991859514,0.00019105724928824547,0.00031046899675857276,0.00024513138108845083,0.010665650999726495,0.010422882853872006,0.002421892997517716,0.003409137404005091,0.010328182001103414,0.010128975398276875,0.010484243000973947,0.010353001234949538,0.010227422000752995,0.010039123865329366,0.36537933699946734,0.3664335785386742,0.0048892199993133545,0.004922846876794721
0.00026271499882568605,0.00019492316618911992,8.951999916462228e-06,2.365756447091405e-06,0.0003266179992351681,0.00021080773639079733,0.000263668000116013,0.00019558381661505874,0.00030025099840713665,0.00018683944126730517,0.00022723300207871944,0.00019544242121078098,0.00034171399965998717,0.00028730348424460967,0.010551592997217085,0.010463483117477945,0.0024005119994399138,0.0021838802893966785,0.01017032099844073,0.010262278558747753,0.010705247001169482,0.010442272186247024,0.010052303998236312,0.01004757471634045,0.3654601809976157,0.3666231655214893,0.004863221998675726,0.005500807739256542
0.00021925300097791478,0.00018564499999914534,8.739996701478958e-06,2.3835931236143183e-06,0.00022365699987858534,0.00019483010029089357,0.0002755310015345458,0.00019876392264093237,0.00025113199808401987,0.00019140650143516303,0.00025100600032601506,0.0002744724871005321,0.0003748420022020582,0.00029675864470194634,0.011351409000781132,0.010411960853865494,0.002373400999204023,0.003130349320920173,0.010342884001147468,0.01049803361891406,0.010530613999435445,0.010398533269340612,0.01109772299969336,0.010470706200572635,0.36539390600228216,0.3664078786962826,0.004809117999684531,0.005839245240681039
0.0004973249997419771,0.0002847773352431742,8.721999620320275e-06,2.4236103067478766e-06,0.0003825090025202371,0.000192318744979129,0.00023035900085233152,0.00019103700859571558,0.00019505200179992244,0.00018366965615603523,0.0002861460015992634,0.0001962572120378237,0.00029863799863960594,0.00025094697421368606,0.01053139400028158,0.010880542146130802,0.0025092319992836565,0.003169124601714054,0.010370863998105051,0.010121824467038657,0.010619396998663433,0.010360861120341172,0.010293533003277844,0.010003755091687275,0.3678697719988122,0.36660090408595536,0.0047633470021537505,0.00589259466189762
0.0005410390003817156,0.00030986532378339017,2.2973999875830486e-05,7.345472769941841e-06,0.0007799039995006751,0.0002439697679090694,0.0002588560018921271,0.00018834207163767404,0.00023038200015434995,0.00018352539254424836,0.00021813900093548,0.0001901598710573097,0.00023946700093802065,0.0002467951977075602,0.011404631000914378,0.010477597530083805,0.002383645001827972,0.003553427598857535,0.010402235002402449,0.010080270054438258,0.010600509998766938,0.010426241968479707,0.010215980997600127,0.010191542951288076,0.36710703000062495,0.36649825788538726,0.004948188998241676,0.005112440306598249
0.00021565400311374106,0.00018547734383963659,7.956001354614273e-06,2.368793690314965e-06,0.00028090300111216493,0.00019102362750507063,0.00023598400002811104,0.00018839058738947715,0.00024791200121399015,0.00018600432664754048,0.0002293920006195549,0.00019682956734214533,0.0002469549981469754,0.0002459594212049808,0.010683222997613484,0.010403257842409743,0.002485610002622707,0.003084066601714952,0.010383045999333262,0.01035110567048061,0.011212312001589453,0.010472317277944601,0.010263337997457711,0.010015557641833523,0.36691396400055964,0.3662476696991405,0.004731691999040777,0.005308132381081704
0.00036243100112187676,0.0001929851747774232,8.394999895244837e-06,2.4131977025694335e-06,0.00021613000353681855,0.00018766634669928762,0.00022785400142311119,0.00018770266188978068,0.0002077509998343885,0.00018349675931605874,0.00021901599757256918,0.0001883215243542196,0.0002365360014664475,0.0002387431604567719,0.01043798599857837,0.010565635369628444,0.0022738169973308686,0.003254479381092274,0.010397571000794414,0.010466541644701729,0.010643251000146847,0.010416289570204811,0.010336021001421614,0.010028101879655367,0.36780638500204077,0.3665197463696337,0.004973691000486724,0.005728468802287397
0.0003855540016957093,0.00019451250716982833,7.995997293619439e-06,2.385091689434623e-06,0.00026786899979924783,0.00018949515185958337,0.00021146400104044005,0.0001875739484275044,0.00020863800091319717,0.00018359523496173927,0.00023460699958377518,0.00018933286820254809,0.000273200999799883,0.00023742791690215212,0.010970942999847466,0.010608296570202411,0.0023149500011641067,0.0033580024956976046,0.010350718002882786,0.010484407389686439,0.0104713949986035,0.010358034146132074,0.013932008001575014,0.010025414779372757,0.3701559970031667,0.36615600722063163,0.004843642000196269,0.004691037114612547
0.0002187000027333852,0.00018488615472945464,9.543000487610698e-06,2.8501060211071664e-06,0.000260808999883011,0.00018901759025366927,0.00021731499873567373,0.0001876845444217531,0.00033074800012400374,0.00018463851288379635,0.00021922399901086465,0.00018937428367254457,0.00030915200113668106,0.000245649197701242,0.010644337999110576,0.010434111810883825,0.002307115999428788,0.0034584138853841376,0.010188888998527545,0.010271564329512194,0.010585220999928424,0.010380232137536001,0.010364769997977419,0.00997844246991206,0.36624688300071284,0.36647207484814115,0.004824119001568761,0.00471114399426583
0.00021496100089279935,0.00018391715472370297,8.237999281845987e-06,2.4025730740673904e-06,0.00025556900072842836,0.00018807297421262044,0.0002513210019969847,0.00018812742979353478,0.00025955399905797094,0.00018405784240037865,0.00022342400188790634,0.00018811046132221777,0.00023522600167780183,0.000238089424066888,0.010512294997170102,0.010745545613183673,0.002306580001459224,0.0033170611203340765,0.010329731998353964,0.010132440446991403,0.010640741998940939,0.01035396612321574,0.010287377001077402,0.010137750985669016,0.3661703249999846,0.36620655638681093,0.004950157002895139,0.004722892040119775
0.0002669649984454736,0.00019335587106859926,8.515999070368707e-06,2.4838137586653113e-06,0.0002243529997940641,0.0003138122607447323,0.0006331910008157138,0.00028019520057329274,0.00028600100267794915,0.00019223693982407152,0.00023897700157249346,0.000281742968482938,0.000535040999238845,0.00027280393697064236,0.010675719000573736,0.010473778318044783,0.0023340320003626402,0.0033629505071706635,0.010318618999008322,0.010171850544412938,0.010588730001472868,0.010460205647568546,0.010362814002291998,0.01003030375072362,0.3653314630028035,0.3663864673037258,0.005026396000175737,0.005094237512894532
0.000260730001173215,0.00022486412607001296,8.347000402864069e-06,2.373409743372746e-06,0.0002922550011135172,0.00019009675644054597,0.00022346500190906227,0.00018800321776192385,0.00023228300051414408,0.00018387906876526756,0.00028120700153522193,0.00019001818625129663,0.00024573400150984526,0.0002446431805210236,0.010662824999599252,0.010423658828080194,0.0023521660004917067,0.0033878249455522548,0.010286149998137262,0.010375303429803934,0.010595240000839112,0.01034895996275851,0.010286389002430951,0.010382114257880307,0.36995554600071046,0.3663265231060198,0.004949832997226622,0.005111448977074691
0.00035523000042303465,0.00019762468768032214,8.995997632155195e-06,2.6059742204052394e-06,0.00023218500064103864,0.00025108480801586363,0.00039803199979360215,0.00024121834671221218,0.0002536710017011501,0.0002049991833799943,0.00030463999792118557,0.0002629774527176934,0.00046275000204332173,0.00035805170486868297,0.010593762002827134,0.010384110234952818,0.002622715001052711,0.003317585361033697,0.010269132999383146,0.010381584068762193,0.01062294999792357,0.010750104395417416,0.010277474000758957,0.010585105381084203,0.3700443109992193,0.3664470749627436,0.0050179479985672515,0.004674423667622255
0.00021887600087211467,0.00018858669054184782,9.37600270844996e-06,2.8406332350698937e-06,0.0002449989988235757,0.00018985470486531316,0.0002762570002232678,0.00018767365329306143,0.0003333220010972582,0.00018694168195002687,0.0002655770003912039,0.00019205814612274495,0.00028421800016076304,0.00024671252149111863,0.010657218997948803,0.010405523828080276,0.002299834999575978,0.003329600979947454,0.010396147998108063,0.010130295954145746,0.010622859001159668,0.010395071902573355,0.010174178998568095,0.010333001148998057,0.3660705020010937,0.3665495547851043,0.004970265999872936,0.004696525446985122
0.000291501000901917,0.00022570478223838956,2.3286000214284286e-05,7.307988537370726e-06,0.00041494200195302255,0.00020816766475015427,0.00028363900128169917,0.00018789026360687956,0.00028547200054163113,0.00018377468767927834,0.00029498500225599855,0.00018911564469645682,0.0002752719992713537,0.0002862882464246846,0.01060539199897903,0.010431354762181986,0.002393142000073567,0.0033679520114632535,0.010391735999291996,0.010108112300860641,0.01059585899929516,0.010348240796558827,0.010222975997749018,0.01023222307736839,0.3681107759985025,0.36663693563610406,0.004901798998616869,0.0047337858022911475
0.00026083099874085747,0.00018435277937777023,8.282000635517761e-06,2.4865214885706163e-06,0.00030465999952866696,0.0001882305186256709,0.00026065600104629993,0.00019345118623843315,0.00027331799719831906,0.00019458305443789513,0.00021034200108260848,0.00018815427793119501,0.00026660900039132684,0.00024187415759436076,0.011146618002385367,0.01046247185672981,0.002275856000778731,0.003543688607452848,0.010330127999623073,0.010085456088826345,0.010912157998973271,0.010427305736384448,0.010335440998460399,0.009978098653291167,0.36567932899924926,0.36646568545271335,0.004946052002196666,0.004688021120343696
0.0003402209986234084,0.00021919008309345488,8.438000804744661e-06,2.4501461307031173e-06,0.00025708799876156263,0.0002483619828126393,0.00023765000150888227,0.00021494894555876937,0.0002557299994805362,0.00020107874785380486,0.00022035300207789987,0.00019356802865271762,0.00028060800104867667,0.00024638438967707364,0.010659933999704663,0.010424936309456491,0.0024503919994458556,0.002142003160462892,0.010407771998870885,0.01049830987105509,0.010615497998514911,0.010352678037245884,0.010310886998922797,0.010622087389680296,0.3664908489990921,0.3665696102378201,0.004984150997188408,0.004692792595986842
0.00022056400121073239,0.0001866825501372628,8.703002094989643e-06,2.392441261393608e-06,0.0002532959988457151,0.00018814569627275733,0.00021779899907414801,0.00018859302292867792,0.00023267800133908167,0.00018458867908914423,0.0002124090024153702,0.00018867764183622652,0.00025987200206145644,0.00024937057879863153,0.010507844999665394,0.010493500919768755,0.002379329001996666,0.003134446169054076,0.010383802000433207,0.010514732636106874,0.010570258000370814,0.010404905389685332,0.010173520000535063,0.010020661595987405,0.36592409999866504,0.36642181503151455,0.004884136000327999,0.005246989446988878
0.0003493309995974414,0.00018827203151844656,8.245002391049638e-06,2.3773323809914824e-06,0.0002960519996122457,0.00019017789399000833,0.0002125409992004279,0.0001875799398241834,0.00022410500241676345,0.00018294069627765232,0.00021793600171804428,0.00018939114039849536,0.00023672799943597056,0.00023626019484752103,0.010445127001730725,0.010440998134671668,0.0024435409977741074,0.0033838781203467025,0.010352606001106324,0.010283065404013525,0.010516043999814428,0.010470655189104826,0.01019744099903619,0.010305398257876987,0.3662596729991492,0.3665937212607446,0.004910330000711838,0.00468159965615355
0.0002950609996332787,0.0001874467793654118,8.455997885903344e-06,2.3770200568624906e-06,0.00027119800142827444,0.00019013818624355353,0.00026433200036990456,0.00018898642979769763,0.0002824910006893333,0.00018526362464529726,0.00019867100127157755,0.000191369358161471,0.00024630899861222133,0.0002483829054437754,0.010651221000443911,0.010411192845267292,0.0024330489977728575,0.003361021851000218,0.010351175002142554,0.01011586728367401,0.010670283001672942,0.010339630819489529,0.010245785000734031,0.010015762495700894,0.365621810000448,0.36661619133810536,0.004801535000297008,0.005089872501430937
0.0003080829992541112,0.00019250536103329933,8.350998541573063e-06,2.3788424132206347e-06,0.00025145000108750537,0.0001878533696337639,0.00021629800176015124,0.00018768440114376255,0.00021732599998358637,0.00018335452721835138,0.0002190689992858097,0.00018908740401556208,0.00027725200197892264,0.00023406198853735257,0.010488102001545485,0.01062437100573623,0.0024115109990816563,0.0033420363065970455,0.01036695600123494,0.010327198690539916,0.010631744997226633,0.010375093659025785,0.010318216001905967,0.010004259888255365,0.3655782710011408,0.3663931772206287,0.004900397998426342,0.004754696272206102
