relu_act,leaky_relu_act,tanh_act,sigmoid_act,scalar_mult,small_dense,big_dense,simple_conv2d,strided_conv2d,dilated_conv2d,small_conv2d,big_conv2d,many_conv2d,few_conv2d
0.00016887499987205956,0.00020797600018340745,0.00017181099974550307,0.00017810600002121646,0.00031791099991096416,0.0002694300001166994,0.0004184700001133024,0.002034014999935607,0.000842580000153248,0.0027192889997422753,0.0015550949997304997,0.005975184999897465,0.008985663000203203,0.0029772170000796905
0.0013595229997918068,0.00021934200003670412,0.00016821200006233994,0.00018441300017002504,0.00017478500012657605,0.0001986110000871122,0.00021781300029033446,0.0016963909997684823,0.0026105949996235722,0.002001540000037494,0.001430437000180973,0.005497360999925149,0.00978415400004451,0.001232167000125628
0.00016746499977671192,0.00018308200014871545,0.00017193900021084119,0.00017091400013669045,0.00017166299994642031,0.00022593399990000762,0.00027636300001177005,0.002302825000242592,0.0007410019998133066,0.0032087750000755477,0.0017393630000697158,0.006393584999841551,0.008321760999933758,0.003901266999946529
0.0003318539997962944,0.00017132199991465313,0.00018590100034998613,0.0001801339999474294,0.0002584839999144606,0.0001858939999692666,0.00022630400007983553,0.00180913199983479,0.0015901599999779137,0.0018305860003238195,0.001311563999934151,0.0046311410001180775,0.008306189999984781,0.0014554389999830164
0.00032478100001753774,0.00017196699991472997,0.0002051690003099793,0.00018053000030704425,0.00018747600006463472,0.00019009900006494718,0.00024359400003959308,0.0014391449999493489,0.0005096499999126536,0.001924271999996563,0.0013682379999409022,0.005154224999841972,0.007770655000058468,0.0035379959999772836
0.000448007000159123,0.0001836279998315149,0.00017810000008466886,0.0001713800002107746,0.00018289799982085242,0.00017908000017996528,0.0002544529997976497,0.0018473009999979695,0.0007819409997864568,0.0016691429996171792,0.0018526700000620622,0.003282242999830487,0.007622953999998572,0.0018163700001423422
0.00046457400003419025,0.0001770310000210884,0.00018111600002157502,0.00017470299962951685,0.00018277299977853545,0.0001669540001785208,0.00024568999970142613,0.0017146649997812347,0.0004997710002498934,0.0015734589997009607,0.0012825559997509117,0.007145241000216629,0.006400407999990421,0.0016993620001812815
0.0006711690002703108,0.0003924570000890526,0.00018414400028632372,0.00017673399997875094,0.00018826700033969246,0.00016891999985091388,0.00024050399997577188,0.001639579999846319,0.0005187020001358178,0.00158431699992434,0.0013476819999596046,0.0034489149998080393,0.007554245000392257,0.0017326339998362528
0.000569916000131343,0.00016953300018940354,0.0001702750000731612,0.00017985400018005748,0.00017807499989430653,0.0001743349998832855,0.0002288169998792,0.0021478240000760707,0.0005180339999242278,0.0016780269997980213,0.0015091929999471176,0.003499551999993855,0.006814914999722532,0.0016388879998885386
0.00043560199992498383,0.00016837800012581283,0.00017116099979830324,0.0001837929999055632,0.0001745439999467635,0.00017485299986219616,0.0002259049997519469,0.0014456320000135747,0.0007540229998994619,0.003330553000068903,0.0016569619997426344,0.0035642629995891184,0.005759743999988132,0.0019466829999146285
0.0004242829995746433,0.00018011799966188846,0.00017362800008413615,0.00017434199980925769,0.0001798149996830034,0.00017318899972451618,0.00022460999980467022,0.0014872509996166627,0.0005119750003359513,0.0016549189999750524,0.001280572999803553,0.0037213630002952414,0.005660223000177211,0.002090253999995184
0.00034951599991472904,0.0001755009998305468,0.00017295099996772478,0.0001729959999465791,0.00018917500028692302,0.00018707699973674607,0.0002283500002704386,0.0018942990000141435,0.001912219000132609,0.0025656560001152684,0.0031292220000977977,0.005119254999954137,0.005165807000139466,0.0028948080002919596
0.0008879009997144749,0.0001751769996189978,0.00018037700010609115,0.0001851570000326319,0.00018188200010627043,0.0001933159996951872,0.00024240499988081865,0.0012796750002053159,0.0005138830001669703,0.0034012920000350277,0.0018645589998413925,0.005879251999886037,0.009318092000285105,0.0022373699998752272
0.0006230900003174611,0.0001777540001057787,0.00022144100012155832,0.0007887359997766907,0.00017653199984124512,0.00017226099998879363,0.00022984699990047375,0.001133492999997543,0.0010231599999315222,0.0015782730001774326,0.001483361000282457,0.006024975999935123,0.007534106000093743,0.0015210999999908381
0.00031011200007924344,0.00017519799985166173,0.00016978300027403748,0.00019086200018136878,0.00017675999970379053,0.00017530500008433592,0.00022226000010050484,0.0013146310002412065,0.0006556409998665913,0.0016389900001740898,0.00457056699997338,0.005381687999943097,0.016475551999974414,0.0025826969999798166
0.0018619499996930244,0.00018166100016969722,0.0001691439997557609,0.0001932280001710751,0.00021895500003665802,0.00017000900015773368,0.0002391660000284901,0.0018689900002755166,0.0010607589997562172,0.001816770000004908,0.0018558689998826594,0.0029634769998665433,0.0071480110000265995,0.0025198620000992378
0.00035664000006363494,0.00017605699986233958,0.0001873299997896538,0.0001774050001586147,0.00017667400015852763,0.0001788009999472706,0.00021898300019529415,0.0018746160003502155,0.0016663030000927392,0.0016379470002902963,0.0014532039999721746,0.0036069150000912487,0.006418076000045403,0.002790154000194889
0.0004059960001541185,0.0001927890002662025,0.00019266799972683657,0.00017671700015853276,0.0001743369998621347,0.00017021099984049215,0.00022684199984723818,0.002968520000194985,0.0005139600002621592,0.0026387059997432516,0.0013844889999745646,0.0034703359997365624,0.00653493800018623,0.001674885000284121
0.00037731500015070196,0.00016994799989333842,0.0001876000001175271,0.00017576700020072167,0.00017477700021117926,0.00016559499999857508,0.00023238499989020056,0.0018977809995703865,0.000531204999788315,0.0016609549998065631,0.00230437099980918,0.003778703000079986,0.0061578620002364914,0.0013860389999535982
0.00033480600041002617,0.00017631399987294571,0.00020956000025762478,0.00017679399979897426,0.00018977500030814554,0.00016981999988274765,0.00021824499981448753,0.0016741489998821635,0.0019199700000172015,0.0019348420000824262,0.001351699000224471,0.005251809999663237,0.005686996999884286,0.0016970349997791345
0.00035499299974617315,0.0001718339999570162,0.00017158299988295767,0.0007855589997234347,0.00017534800008434104,0.00017428399996788357,0.00021822300004714634,0.004203700999823923,0.0016906070000004547,0.0016203079999286274,0.003800141999818152,0.0035219510000388254,0.0057182269997611,0.0023277759996744862
0.0005960600001344574,0.00017048600011548842,0.00020062600015080534,0.00017546799972478766,0.0001769610003066191,0.00019992099987575784,0.00021649000018442166,0.0027080459999524464,0.0010126439997293346,0.0015822599998500664,0.0018858200000977376,0.0035667809997903532,0.005968658000256255,0.00416131400015729
0.0005571570000029169,0.00019117600004392443,0.00016781200019977405,0.00017855199985206127,0.00017102999981943867,0.00018828800011760904,0.00021569000000454253,0.0017927880003298924,0.003031417999864061,0.001770046999808983,0.002030992000072729,0.0030192700000952755,0.006812275999891426,0.001723865000258229
0.0008434540000052948,0.00016992600012599723,0.0001777490001586557,0.00017443700016883668,0.0001732970004013623,0.0001775730002009368,0.00021268599994073156,0.0015927279996503785,0.000605797999924107,0.001823476000026858,0.0018707740000536432,0.006074827000247751,0.005812581000100181,0.004276585999832605
0.0006178180001370492,0.00017940799989446532,0.00017115199989348184,0.0001720629998089862,0.00019986400002380833,0.00017113500007326365,0.00023029399972074316,0.0014761090001229604,0.0007204779999483435,0.0016596589998698619,0.001961223999842332,0.003612203000102454,0.007940442999824882,0.0015516230000685027
0.00031669000009060255,0.0001661969999986468,0.00017419000005247653,0.0001741470000524714,0.00017093299993575783,0.00018009099994742428,0.00021746399988842313,0.0015447839996340917,0.0005854699998053547,0.001703323999663553,0.0015215399998851353,0.0044795570001952,0.004982147000191617,0.0014387490000444814
0.00176452400000926,0.0001860930001384986,0.00016984700005195918,0.0001708939998934511,0.00017576800019014627,0.00017561399999976857,0.0002389240003140003,0.0012995350002711348,0.0004987000002074637,0.001596038999650773,0.001690383999630285,0.005627122000078089,0.006368176000250969,0.0014769600002182415
0.0003444150001996604,0.0001810759999898437,0.0001872570001069107,0.00018291000014869496,0.00017830400020102388,0.00017611600014788564,0.00022028400007911841,0.0014510129999507626,0.001366578000215668,0.0016688860000613204,0.0018279109999639331,0.005345055999896431,0.006281985999976314,0.0013833309999427001
0.0004619360001925088,0.00017744599972502328,0.00019275299973742221,0.0001733040003273345,0.00018830899989552563,0.00018032400021184003,0.00025507800000923453,0.0013309609998941596,0.0004927259997202782,0.001655458000186627,0.0013960999999653723,0.004287335000299208,0.0062615189999633,0.0017301559996667493
0.0005607269999927667,0.00017868700024337159,0.00017840300006355392,0.00017202500021085143,0.00018072199964080937,0.00017057800005204626,0.0002262070001961547,0.001715476999834209,0.0016106539997053915,0.0016521640000064508,0.0012641409998650488,0.0053567360000670305,0.00748080299990761,0.0017634999999245338
0.0005832550000377523,0.00018522100026530097,0.00017317899983027019,0.00017319400012638653,0.00017397800002072472,0.00017728400007399614,0.00023328099996433593,0.0014061520000723249,0.0020570039996528067,0.001719336999940424,0.0018163499998991028,0.003475276999779453,0.005929963999733445,0.0014050670001779508
0.0016830679996928666,0.0001872679999905813,0.00017483800002082717,0.0001709970001684269,0.0001749989996824297,0.0001797579998310539,0.0002192820002164808,0.002227304999905755,0.0013496659998963878,0.001784496000254876,0.0013603739998870878,0.003478653000001941,0.00809531999993851,0.0015101009998943482
0.002421803999823169,0.0001851199999691744,0.00017900800003189943,0.0001774030001797655,0.00017718899971441715,0.00018725399968388956,0.000216210999951727,0.0024667289999342756,0.0005153379997864249,0.002291620000050898,0.0013376110000535846,0.004995251999844186,0.006325825000203622,0.0016873370000212162
0.000383949000024586,0.00017001000014715828,0.00018062700019072508,0.00023623500010216958,0.00017606299979888718,0.00017263600011574454,0.0002654569998412626,0.001335720999577461,0.000692412999796943,0.004539604999990843,0.0011085559999628458,0.0040779559999464254,0.006687993000014103,0.0017696069999146857
