newData(relu_act),noData(relu_act),newData(leaky_relu_act),noData(leaky_relu_act),newData(tanh_act),noData(tanh_act),newData(sigmoid_act),noData(sigmoid_act),newData(scalar_mult),noData(scalar_mult),newData(small_dense),noData(small_dense),newData(big_dense),noData(big_dense),newData(simple_conv2d),noData(simple_conv2d),newData(strided_conv2d),noData(strided_conv2d),newData(dilated_conv2d),noData(dilated_conv2d),newData(small_conv2d),noData(small_conv2d),newData(big_conv2d),noData(big_conv2d),newData(many_conv2d),noData(many_conv2d),newData(few_conv2d),noData(few_conv2d)
2.162000100724981e-06,7.450000794051448e-07,2.629999926284654e-06,8.009999419300584e-07,2.213000016126898e-06,8.939998679124983e-07,4.237999974066042e-06,2.590999883977929e-06,2.431999973850907e-06,8.070001058513299e-07,2.3370000690192683e-06,9.640000371291535e-07,1.0513000006540096e-05,8.419999858233496e-06,0.0010450039999341243,0.0008411740000155987,9.813199994823663e-05,0.00016356400010408834,0.0012719320000087464,0.0013439169999855949,0.000981160000037562,0.0008630869999706192,0.0029781749999528984,0.0032353000001421606,0.005617610999934186,0.004783150999855934,0.0008451030000742321,0.000970805000179098
9.509999927104218e-06,7.849998837627936e-07,9.246999979950488e-06,9.4600000011269e-07,8.849000096233794e-06,9.899999895424116e-07,1.1249000181123847e-05,2.8429999474610668e-06,9.670000054029515e-06,8.719998731976375e-07,1.3063000096735777e-05,1.0450000900164014e-06,5.013999998482177e-05,8.498999932271545e-06,0.0017517450000923418,0.0008139169999594742,0.00019976899989160302,7.821000008334522e-05,0.0013603689999399649,0.0011204110001017398,0.0011577570001009008,0.000908365999976013,0.004216894000137472,0.004208897999887995,0.012334529000099792,0.004200145999902816,0.0013294129998939752,0.001005570999950578
3.1199999739328632e-06,8.279998837679159e-07,3.5650000427267514e-06,9.149998732027598e-07,3.107000111413072e-06,9.690002116258256e-07,5.005000048186048e-06,2.8130000373494113e-06,3.107000111413072e-06,9.359998784930212e-07,3.3989999792538583e-06,1.02400008472614e-06,1.6261999917333014e-05,8.562999937566929e-06,0.001281510000126218,0.0008584469999277644,0.00010866000002351939,5.37779999376653e-05,0.001283653999962553,0.0011644379999324883,0.0011561999999685213,0.0009199769999668206,0.0049127939998925285,0.002407679000043572,0.006817261999913171,0.004236740000123973,0.001578147999907742,0.0008430779998889193
2.541000185374287e-06,8.320000688399887e-07,2.942000037364778e-06,8.86999941940303e-07,2.6019999950221973e-06,9.590000900061568e-07,4.396999884193065e-06,2.8760000532201957e-06,2.474999973856029e-06,8.790000265435083e-07,2.747000053204829e-06,9.450000106880907e-07,1.1193999853276182e-05,8.584000170230865e-06,0.0014294259999587666,0.0008325449998665135,9.784100006982044e-05,4.812199995285482e-05,0.0013394539998898836,0.0012365349998617603,0.0011833519999981945,0.0009501199999704113,0.005376329000000624,0.002528018000020893,0.005626494000125604,0.00420326199991905,0.0010626670000419836,0.000990439999895898
2.356000095460331e-06,7.909998203103896e-07,2.8389999897626694e-06,8.920001164369751e-07,2.4680000478838338e-06,9.590000900061568e-07,4.339000042818952e-06,2.8459999157348648e-06,2.2570000055566197e-06,8.179999895219225e-07,2.320000021427404e-06,9.85000042419415e-07,1.0861999953704071e-05,8.563999926991528e-06,0.0017644199999722332,0.0009022110000387329,9.508099992672214e-05,4.1929999952117214e-05,0.0013200439998399816,0.001339332000043214,0.0024214290001509653,0.0009689030000572529,0.0044014130000959995,0.003048644000045897,0.006780058000003919,0.004209344999935638,0.0009603979999610601,0.0009923190000336035
2.51199980993988e-06,8.289998731925152e-07,2.9129998893040465e-06,9.200000476994319e-07,2.6000000161729986e-06,1.0159999419556698e-06,4.259999968780903e-06,2.8519998522824608e-06,2.3469999632652616e-06,8.579997938795714e-07,2.6109998998435913e-06,9.719999525259482e-07,1.10119999590097e-05,8.533000027455273e-06,0.0011630510000486538,0.0008253409998815187,9.49939999372873e-05,4.55210001746309e-05,0.0012713369999346469,0.0011798110001564055,0.002087904000063645,0.0009208690000832576,0.0032850459999735904,0.003028820000054111,0.006703884999978982,0.0041931610001029185,0.0010022740000295016,0.0009876860001440946
2.423000069029513e-06,7.640001058462076e-07,2.7349999527359614e-06,8.039999102038564e-07,2.3559998680866556e-06,9.410000529896934e-07,4.226999863021774e-06,2.7999999474559445e-06,2.1609998839267064e-06,8.290001005661907e-07,2.4339999527001055e-06,9.43000031838892e-07,1.0758000144051039e-05,8.558999979868531e-06,0.0011577679999845714,0.0008661310000661615,9.338700010630419e-05,6.146900000203459e-05,0.0012525340000593133,0.0011898829998244764,0.0013688359999832755,0.000842335000015737,0.002394190999893908,0.00304533899998205,0.00790034800002104,0.004083046000005197,0.0009914489999118814,0.0010087850000672915
2.3019999844109407e-06,7.990001904545352e-07,2.7290000161883654e-06,8.209999577957205e-07,2.3079999209585367e-06,9.210000371240312e-07,4.110999952899874e-06,2.8080000902264146e-06,2.2009999156580307e-06,8.639999578008428e-07,2.3350000901700696e-06,9.190000582748326e-07,1.0877000022446737e-05,8.659000059196842e-06,0.0014566780000677682,0.0009016079998218629,0.00012062299992976477,4.634699985217594e-05,0.0012499340000431403,0.0011525479999363597,0.0010505669999929523,0.0009162239998659061,0.003313544000093316,0.0026002790000347886,0.0075781570001254295,0.004143941999927847,0.0010398059998806275,0.0014562259998456284
2.213000016126898e-06,7.610001375724096e-07,2.6899999738816405e-06,7.980002010299359e-07,2.3120001060306095e-06,9.34000127017498e-07,4.0439999793306924e-06,2.8309998469921993e-06,2.1990001641825074e-06,8.320000688399887e-07,2.409999979136046e-06,9.37000095291296e-07,1.0700999837354175e-05,8.705000027475762e-06,0.0008745490001729195,0.0008527410000169766,0.000461385000107839,4.483899988372286e-05,0.0012367269998776464,0.0011512870000842668,0.0010596300000997871,0.000851869000143779,0.0031265600000551785,0.0023511530000632774,0.005645940000022165,0.004210071999978027,0.0009983770000872028,0.0010871629999655852
2.1370001377363224e-06,7.840001217118697e-07,2.7129999580211006e-06,8.3000008999079e-07,2.3919999421195826e-06,9.069999578059651e-07,4.01000011152064e-06,2.8160000056232093e-06,2.1999999262334313e-06,8.81000005392707e-07,2.3320001218962716e-06,9.810000847210176e-07,1.0721999842644436e-05,8.73099997988902e-06,0.001249787999995533,0.0008220400000027439,0.0001094849999390135,4.588599995258846e-05,0.0012296689999402588,0.0011532180001267989,0.0012013009998099733,0.0008458530001007603,0.003156624999974156,0.0023742939999920054,0.005351239999981772,0.004165560000046753,0.0010094050001043797,0.0010043319998658262
2.167000047847978e-06,7.830001322872704e-07,2.6899999738816405e-06,8.440001693088561e-07,2.268000116600888e-06,9.269999736716272e-07,4.091999926458811e-06,2.8100000690756133e-06,2.1979999473842327e-06,8.120000529743265e-07,2.2860001536173513e-06,9.420000424142927e-07,1.059099986377987e-05,8.670999932292034e-06,0.002877930000067863,0.0008621530000709754,9.846900002230541e-05,4.630800003724289e-05,0.001302873999975418,0.001379179999958069,0.0012892839999949501,0.0008259620001354051,0.0024177019997750904,0.0023563479999211268,0.006168936000221947,0.004184530999964409,0.0008580690000599134,0.0009885239999221085
2.1820001165906433e-06,7.900000582594657e-07,2.7549999686016236e-06,8.199999683711212e-07,2.3079999209585367e-06,9.030000001075678e-07,4.0940001326816855e-06,2.8080000902264146e-06,2.173999973820173e-06,8.609999895270448e-07,2.322000000276603e-06,9.090001640288392e-07,1.0580999969533877e-05,8.492999995723949e-06,0.0013208029999987048,0.0008629040000869281,0.00012406600012582203,4.4926999862582306e-05,0.0012980840001546312,0.001178003999939392,0.0011107210000318446,0.0008500760000060836,0.002452176000133477,0.0030940240001200436,0.005323966000105429,0.004219664999936867,0.0024617340000077093,0.0008482450000428798
2.175999952669372e-06,7.770001957396744e-07,2.697999889278435e-06,8.019999313546577e-07,2.3439999949914636e-06,9.279999630962266e-07,4.069999931743951e-06,2.859999995052931e-06,2.1939999896858353e-06,8.130000423989259e-07,2.4060000214376487e-06,9.829998361965409e-07,1.0603999953673338e-05,8.574000048611197e-06,0.0014542989999881684,0.000805737000064255,0.00010562600004959677,4.136400002607843e-05,0.001289676000169493,0.001125521999938428,0.0012727390001145977,0.0008502310001858859,0.003313861000151519,0.0023781760000929353,0.00545472199996766,0.004123372000094605,0.0020708120000563213,0.001007153000045946
2.184999857490766e-06,8.090000847005285e-07,2.7219998628424946e-06,8.099998467514524e-07,2.2890001218911493e-06,9.010000212583691e-07,4.304999947635224e-06,2.803999905154342e-06,2.1910000214120373e-06,8.310000794153893e-07,2.3919999421195826e-06,9.240000053978292e-07,1.0672000144040794e-05,8.534000016879872e-06,0.0010780999998587504,0.0008368830001472816,9.712299993225315e-05,4.574599984152883e-05,0.001268426000024192,0.0011811710000984021,0.0009240800000043237,0.0008487659999900643,0.003139261999876908,0.0023789930000930326,0.005497058999935689,0.004252401000030659,0.0011309699998491851,0.0010076109999772598
2.170000016121776e-06,7.909998203103896e-07,2.7520000003278255e-06,8.130000423989259e-07,2.2990000161371427e-06,9.670000054029515e-07,4.338000053394353e-06,2.789000063785352e-06,2.1529999685299117e-06,8.249999154941179e-07,2.398999868091778e-06,9.269999736716272e-07,1.0549000080573023e-05,8.46900002215989e-06,0.0010885310000503523,0.0008210910000343574,9.633200011194276e-05,4.529700004241022e-05,0.0012369940000098723,0.0011211189998903137,0.0009815020000587538,0.0008651640000607586,0.0027519390000634303,0.0023204359999908775,0.005250316000001476,0.0041455040000073495,0.0010557749999406951,0.0009999080000397953
2.1690000266971765e-06,7.940000159578631e-07,2.6490001800993923e-06,8.510000952810515e-07,2.272999836350209e-06,9.469999895372894e-07,4.149000005782e-06,2.8360000214888714e-06,2.2429999262385536e-06,8.38999994812184e-07,2.362000032007927e-06,8.920001164369751e-07,1.0562999932517414e-05,8.726000032766024e-06,0.0010683770001378434,0.0008097850000012841,9.338400013803039e-05,4.482700001062767e-05,0.001222912000002907,0.0011205149999113928,0.0013009999997848354,0.0008779649999723915,0.002372086999912426,0.002597016999970947,0.005290634999937538,0.004174568999815165,0.0027462069999728556,0.0011674840000068798
2.275000042573083e-06,7.749999895168003e-07,2.7290000161883654e-06,8.320000688399887e-07,2.325999957975e-06,9.150001005764352e-07,4.37400012742728e-06,2.8310000743658748e-06,2.2599999738304177e-06,8.340000476891873e-07,2.4930000108724926e-06,9.620000582799548e-07,1.075700015462644e-05,8.69300015438057e-06,0.0010719660001541342,0.00080757400019138,9.345199987365049e-05,4.462599986254645e-05,0.0013077520000024379,0.0011383519999981218,0.001186501999882239,0.0008873149999999441,0.0023979229999895324,0.002363731000059488,0.005415033999952357,0.004158455000151662,0.0010296120001385134,0.0008450670000001992
2.1690000266971765e-06,7.740000000922009e-07,2.638000069055124e-06,8.050001270021312e-07,2.277000021422282e-06,9.479999789618887e-07,4.2040001062559895e-06,2.8029999157297425e-06,2.162000100724981e-06,8.409999736613827e-07,2.4030000531638507e-06,9.119999049289618e-07,1.0591000091153546e-05,8.66200002747064e-06,0.0015747119998650305,0.0008027359999687178,8.864599999469647e-05,4.444100000000617e-05,0.0013101609999921493,0.0011971450001055928,0.0011462850000043545,0.0008630360000552173,0.0024210560000028636,0.002369811000107802,0.005372229000158768,0.004133841999873766,0.000981318999947689,0.0009772500000053697
2.2089998310548253e-06,7.490000371035421e-07,2.688999984457041e-06,8.36000026538386e-07,2.3400000372930663e-06,9.139998837781604e-07,4.198999931759317e-06,2.8280001060920767e-06,2.217999963249895e-06,8.290001005661907e-07,2.508000079615158e-06,9.719999525259482e-07,1.0642999995980063e-05,8.590999868829385e-06,0.0011389009998765687,0.0008053589999690303,9.114999988923955e-05,0.00014154500013319193,0.001265443999955096,0.001160638000101244,0.0010604039998725057,0.000859907999938514,0.0031270629999653465,0.00232873799996014,0.005299652000076094,0.004234016000054908,0.0010326669998903526,0.0008068710001225554
2.1820001165906433e-06,8.019999313546577e-07,2.795999989757547e-06,8.349998097401112e-07,2.271000084874686e-06,9.010000212583691e-07,4.293000074540032e-06,2.8220001695444807e-06,2.1850000848644413e-06,8.489998890581774e-07,7.4479999057075474e-06,9.240000053978292e-07,1.0560999953668215e-05,8.637000064481981e-06,0.0011605940001118142,0.0008065649999480229,9.065399990504375e-05,7.563199983451341e-05,0.0012494410000272183,0.0011541150001903588,0.0016503439999269176,0.0008726569999453204,0.0024670820000665117,0.0030715089999375778,0.005280395999989196,0.004163000000062311,0.0008347729999513831,0.0007857250000142812
2.2100000478531e-06,7.779999577905983e-07,2.7569999474508222e-06,8.179999895219225e-07,2.3549998786620563e-06,9.090001640288392e-07,4.185000079814927e-06,2.803999905154342e-06,2.2259998786466895e-06,8.4499993135978e-07,2.6160000743402634e-06,9.529999260848854e-07,1.07800001387659e-05,8.557999990443932e-06,0.001342949999980192,0.0008142510000652692,8.885200008990068e-05,7.378899999821442e-05,0.0012387220001528476,0.0011555200001112098,0.0033798740000747785,0.0008806299999832845,0.0024232499999925494,0.0023270459998911974,0.005689309999979741,0.004213355000047159,0.0013490940000338014,0.0008042439999371709
2.1920000108366366e-06,7.580001692986116e-07,2.8040001325280173e-06,8.069998784776544e-07,2.3439999949914636e-06,9.130001217272365e-07,4.087999968760414e-06,2.8289998681430006e-06,2.179999910367769e-06,8.430001798842568e-07,2.5409999580006115e-06,1.0859998837986495e-06,1.0672999906091718e-05,8.410999953412102e-06,0.0012762339999881078,0.0008128669999223348,9.066200004781422e-05,7.374499978141102e-05,0.0012011119999897346,0.001186244000109582,0.0010572229998615512,0.0008301099999243888,0.002369020999822169,0.002826090999860753,0.005448760000035691,0.004224293000106627,0.0008563159999539494,0.0009690770000361226
2.179999910367769e-06,7.720000212430023e-07,2.7139999474457e-06,7.979999736562604e-07,2.2819999685452785e-06,9.089999366551638e-07,4.2010001379821915e-06,2.7999999474559445e-06,2.170000016121776e-06,8.399999842367833e-07,2.3909999526949832e-06,1.02400008472614e-06,1.0579999980109278e-05,8.572000069761998e-06,0.0024655189999975846,0.0008066340001278149,9.024699988913198e-05,7.20329999239766e-05,0.0012684840000929398,0.0011524479998570314,0.0013411279999218095,0.0008261000000402419,0.0023640409999643452,0.002366968999922392,0.005544415000031222,0.004242656999849714,0.0010176970001793961,0.0009686859998510045
2.184000095439842e-06,7.490000371035421e-07,2.7599999157246202e-06,8.249999154941179e-07,2.2709998575010104e-06,9.279999630962266e-07,4.2520000533841085e-06,2.7899998258362757e-06,2.1749999632447725e-06,8.120000529743265e-07,2.530000074330019e-06,9.57999873207882e-07,1.0696999879655777e-05,8.493999985148548e-06,0.0010666389998732484,0.0008018329999686102,8.804899994174775e-05,0.00011905300016223919,0.0013487909998275427,0.0011865310000302998,0.0012176810000710248,0.0008754780001254403,0.0030274549999376177,0.0023569009999846458,0.005343174000017825,0.004118453000046429,0.0011756350002087856,0.000991747999933068
2.165999831049703e-06,7.819999154889956e-07,2.651000158948591e-06,8.649999472254422e-07,2.3039999632601393e-06,9.129998943535611e-07,4.132000185563811e-06,2.789000063785352e-06,2.1899998046137625e-06,8.27000121716992e-07,2.553999820520403e-06,9.200000476994319e-07,1.0641000017130864e-05,8.632000117358984e-06,0.0013241680001101486,0.000802557999804776,9.243299996342103e-05,0.00011242999994465208,0.0013538149999021698,0.0012530029998742975,0.001307010999880731,0.000831906000030358,0.003070017000027292,0.0029355499998473533,0.0053133600001729064,0.004137032000016916,0.001524866999943697,0.0009624490000987862
2.1860000742890406e-06,7.740000000922009e-07,2.751000010903226e-06,8.310000794153893e-07,2.30299997383554e-06,9.310001587437e-07,4.152999963480397e-06,2.83800000033807e-06,2.2100000478531e-06,8.230001640185947e-07,2.398999868091778e-06,9.389998467668192e-07,1.060099998539954e-05,8.624999964013114e-06,0.0010521789999984321,0.000803440000026967,9.262699995815638e-05,0.000110926999923322,0.0012320239998189209,0.0011582030001591193,0.0009241950001523946,0.0008605140001236578,0.0023824110000987275,0.0030497640000248794,0.005421518000048309,0.00417339500017988,0.0010820659999808413,0.0009993119999762712
2.1719999949709745e-06,7.649998678971315e-07,2.7630001113720937e-06,8.179999895219225e-07,2.339000047868467e-06,9.010000212583691e-07,4.011000100945239e-06,6.802999905630713e-06,2.1779999315185705e-06,8.38999994812184e-07,2.3969998892425792e-06,9.660000159783522e-07,1.0584000165181351e-05,8.656000090923044e-06,0.0010627919998569269,0.000827980999929423,9.29469999846333e-05,0.00011071900007664226,0.0012569560001338687,0.0011577029999898514,0.0008872440000686765,0.0008445840001058968,0.0023739519999708136,0.0024294450001889345,0.005279562999930931,0.004163843000014822,0.0008297629999560741,0.0008276300000034098
2.1439998363348423e-06,8.110000635497272e-07,2.787000084936153e-06,8.020001587283332e-07,2.305999942109338e-06,9.4600000011269e-07,4.181999884167453e-06,2.8249999104446033e-06,2.1419998574856436e-06,8.370000159629853e-07,2.3519999103882583e-06,9.710001904750243e-07,1.0524999879635288e-05,8.678999847688829e-06,0.0010704050000640564,0.0008307590001095377,0.00011000199992849957,8.019899996725144e-05,0.0012102470000172616,0.0011508430000048975,0.0013297140001213847,0.0008544300001176452,0.0023657439999169583,0.002365323000049102,0.005355983000072229,0.004132475999995222,0.0009958880000340287,0.0010008489998654113
2.282999957969878e-06,7.999999525054591e-07,2.702000074350508e-06,8.860001798893791e-07,2.3939999209687812e-06,9.279999630962266e-07,4.238999963490642e-06,2.8539998311316594e-06,2.2259998786466895e-06,8.600000001024455e-07,2.573000074335141e-06,1.0109999948326731e-06,1.0766000059447833e-05,8.630000138509786e-06,0.0010856989999865618,0.0008311230001254444,9.6158999895124e-05,7.437800013576634e-05,0.0012034060000587488,0.001120903999890288,0.0013624050000089483,0.0008468159999210911,0.002346356000089145,0.0023598699999638484,0.005465149999963614,0.0041436809999595425,0.0009952719999546389,0.0009989130001031299
2.2149999949760968e-06,7.799999366397969e-07,2.666000000317581e-06,8.380000053875847e-07,2.2909998733666725e-06,9.220000265486306e-07,4.212000021652784e-06,2.8189999738970073e-06,2.220999931523693e-06,8.170000000973232e-07,2.3659999897063244e-06,9.110001428780379e-07,1.0609999890220934e-05,8.772000001044944e-06,0.0016380819999994856,0.0008136250000916334,9.490299999015406e-05,8.235200016315503e-05,0.0013617120000617433,0.001120827000022473,0.001267471000119258,0.0008152850000442413,0.0030829699999230797,0.0023841909999191557,0.005267203999892445,0.004177728000058778,0.001030484000011711,0.0010103780000463303
2.1850000848644413e-06,7.589999313495355e-07,2.7060000320489053e-06,8.310000794153893e-07,2.2909998733666725e-06,9.160000900010346e-07,4.2669998947530985e-06,2.820999952746206e-06,2.1630000901495805e-06,8.150000212481245e-07,2.5970000478992006e-06,9.99999883788405e-07,1.0673000133465393e-05,8.528000080332276e-06,0.0012400529999467835,0.0008051849999901606,9.664300000622461e-05,0.00030214600019462523,0.0012357200000678858,0.0011498859998937405,0.000964568999961557,0.000846488999968642,0.0024099869999645307,0.002392430000099921,0.005286147000106212,0.004153459999997722,0.0010132929999144835,0.0010053050000351504
2.1969999579596333e-06,7.929997991595883e-07,2.7490000320540275e-06,8.020001587283332e-07,2.297000037287944e-06,9.079999472305644e-07,4.186000069239526e-06,2.8259998998692026e-06,2.2120000267022988e-06,7.879998520365916e-07,2.556000026743277e-06,9.210000371240312e-07,1.0599000006550341e-05,8.428999990428565e-06,0.0009304590000738244,0.000808616000085749,0.00014243800001167983,0.00015017900000202644,0.0012020209999263898,0.0011201689999325026,0.0010432970000238129,0.0008169519999228214,0.002382650000072317,0.002499381000006906,0.00540495799987184,0.004212199999983568,0.001050154000040493,0.0009989049999603594
2.170000016121776e-06,7.650000952708069e-07,2.8110000585002126e-06,8.36000026538386e-07,2.286999915668275e-06,9.060001957550412e-07,4.363000016383012e-06,2.7999999474559445e-06,2.162000100724981e-06,7.999999525054591e-07,2.5600002118153498e-06,9.339998996438226e-07,1.0859999974854873e-05,2.9960000119899632e-05,0.0009360970000216184,0.0008085670001491962,0.00014691700016555842,0.00014728900009686186,0.0012295760000142764,0.001120860999890283,0.0010344329998588364,0.0008238590000928525,0.0023712030001661333,0.0028732470000250032,0.005357263999940187,0.004186352999795417,0.001015915999914796,0.000947963000044183
